Date,Forecast,Lower_CI,Upper_CI
2027-02-17,206.98688,192.3731954820119,221.6005594008006
2027-02-18,206.96455,192.35244796441378,221.57665970160184
2027-02-19,206.94296,192.33238115826111,221.55354413470764
2027-02-22,206.92201,192.31290997462324,221.5311146835799
2027-02-23,206.90176,192.2940911394539,221.50943669257734
2027-02-24,206.88213,192.2758395638225,221.48841214516187
2027-02-25,206.8631,192.25815524772895,221.46804104133355
2027-02-26,206.84468,192.2410381911733,221.44832338109234
2027-03-01,206.82681,192.2244316682017,221.42919382007955
2027-03-02,206.80956,192.20839240476803,221.41071770265384
2027-03-03,206.79277,192.1927927674762,221.39274800400818
2027-03-04,206.77654,192.17770366376848,221.3753664045909
2027-03-05,206.76083,192.16311091215638,221.35855656831237
2027-03-08,206.74559,192.14894360519773,221.34223681472415
2027-03-09,206.73085,192.1352442873578,221.32645615209532
2027-03-10,206.71657,192.12197041417133,221.3111655721568
2027-03-11,206.70271,192.10909362266133,221.2963324027293
2027-03-12,206.68935,192.0966706387817,221.28202198817144
2027-03-15,206.67635,192.08458801062474,221.26810363976588
2027-03-16,206.66376,192.07288828265587,221.25462636578163
2027-03-17,206.6516,192.06158563636353,221.24160650230834
2027-03-18,206.63979,192.05060916430546,221.22896236889767
2027-03-19,206.62836,192.03998722945857,221.21672663772893
2027-03-22,206.6173,192.02970565033442,221.20488297271245
2027-03-23,206.60657,192.0197360639561,221.1933987016689
2027-03-24,206.59618,192.0100784703236,221.18227382459827
2027-03-25,206.5861,192.0007186879485,221.17149200541087
2027-03-26,206.57635,191.99165671683082,221.16105324410668
2027-03-29,206.56693,191.98289255697048,221.15095754068577
2027-03-30,206.55777,191.97438366390222,221.14115588687903
2027-03-31,206.5489,191.96614421911445,221.13166461877617
2027-04-01,206.54033,191.95817422260717,221.1224837363772
2027-04-02,206.53201,191.9504453114035,221.11358056750274
2027-04-05,206.52397,191.94297166699187,221.1049714482425
2027-04-06,206.51616,191.93571074490694,221.09660737032743
2027-04-07,206.50859,191.92867672663718,221.0885046698472
2027-04-08,206.50127,191.92186961218258,221.0806633468018
