Price,Adj Close,Close,High,Low,Open,Volume,Daily_Return,Rolling_Mean_20,Rolling_STD_20,Close_Scaled
Ticker,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY
Date,,,,,,,,,,
2015-01-23,169.3079071044922,204.97000122070312,206.10000610351562,204.80999755859375,205.7899932861328,117516800,-0.005482798880874107,,,0.03833816017227765
2015-01-26,169.7043914794922,205.4499969482422,205.55999755859375,203.85000610351562,204.7100067138672,92009700,0.0023417852596987476,,,0.039170460153119147
2015-01-27,167.46591186523438,202.74000549316406,204.1199951171875,201.74000549316406,202.97000122070312,134044600,-0.013190515917899215,,,0.03447140616839667
2015-01-28,165.31820678710938,200.13999938964844,204.2899932861328,199.91000366210938,204.1699981689453,168514300,-0.01282433675184691,,,0.029963063893688024
2015-01-29,166.84637451171875,201.99000549316406,202.3000030517578,198.67999267578125,200.3800048828125,173585400,0.009243560053749711,,,0.03317092587280834
2015-01-30,164.74822998046875,199.4499969482422,202.1699981689453,199.1300048828125,200.57000732421875,197729700,-0.012574921906261527,202.58250045776367,2.1780853494582466,0.028766617788412496
2015-02-02,166.78855895996094,201.9199981689453,202.02999877929688,197.86000061035156,200.0500030517578,163107000,0.012384062464258161,202.40700073242186,2.0755690948202505,0.033049535011883846
2015-02-03,169.20053100585938,204.83999633789062,204.85000610351562,202.5500030517578,203.0,124212900,0.014461163804598387,202.56300048828126,2.137540828673174,0.03811273512104041
2015-02-04,168.5562286376953,204.05999755859375,205.3800048828125,203.50999450683594,203.9199981689453,134306700,-0.003807844138066896,202.775,2.060028716735233,0.036760237730295686
2015-02-05,170.2577667236328,206.1199951171875,206.3000030517578,204.77000427246094,204.86000061035156,97953200,0.010095058234048215,202.9654998779297,2.18701441474051,0.04033221937551068
2015-02-06,169.78701782226562,205.5500030517578,207.24000549316406,204.9199981689453,206.55999755859375,125672000,-0.0027653409612474755,202.94800033569337,2.163572651966351,0.039343868109199986
2015-02-09,169.0270233154297,204.6300048828125,205.63999938964844,204.13999938964844,204.77000427246094,87219000,-0.004475787668627107,202.96700057983398,2.1772339014582642,0.03774861545494568
2015-02-10,170.82778930664062,206.80999755859375,207.1199951171875,204.67999267578125,205.8800048828125,96164200,0.010653338336328977,203.17500076293945,2.338121747196544,0.04152866548078621
2015-02-11,170.9268798828125,206.92999267578125,207.4499969482422,205.8300018310547,206.61000061035156,91087800,0.0005802191315895655,203.4175003051758,2.4665581584844456,0.041736733861411746
2015-02-12,172.57061767578125,208.9199981689453,208.99000549316406,206.97000122070312,207.88999938964844,97545900,0.009616805507174586,203.82050018310548,2.6762382658271586,0.04518735110404165
2015-02-13,173.28102111816406,209.77999877929688,209.83999633789062,208.75999450683594,209.07000732421875,93670400,0.004116411152062627,204.35849990844727,2.7411557521620447,0.046678569567983164
2015-02-17,173.5535888671875,210.11000061035156,210.32000732421875,209.10000610351562,209.39999389648438,76968200,0.0015730852939983553,204.78249969482422,2.9451505290521687,0.047250784073042784
2015-02-18,173.57009887695312,210.1300048828125,210.22000122070312,209.33999633789062,209.66000366210938,80652900,9.52085688583626e-05,205.18600006103514,3.101204045289547,0.047285470955926834
2015-02-19,173.44618225097656,209.97999572753906,210.4199981689453,209.24000549316406,209.41000366210938,91462500,-0.0007138873639540577,205.53099975585937,3.2354820205202532,0.047025359021805546
2015-02-20,174.4869842529297,211.24000549316406,211.3300018310547,208.72999572753906,209.47999572753906,140896400,0.006000618112498302,205.7879997253418,3.4781009094930586,0.04921018285173112
2015-02-23,174.46218872070312,211.2100067138672,211.2100067138672,210.47999572753906,210.94000244140625,74411100,-0.0001420127746486477,206.1,3.6751561914392012,0.04915816575657472
2015-02-24,174.9578094482422,211.80999755859375,212.0500030517578,210.75999450683594,211.1199951171875,72472300,0.002840731147456532,206.4180000305176,3.8851117667434045,0.050198534118041815
2015-02-25,174.8091278076172,211.6300048828125,212.24000549316406,211.22000122070312,211.66000366210938,73061700,-0.0008497836639248524,206.8625,3.9501733584064636,0.04988643154710348
2015-02-26,174.60264587402344,211.3800048828125,211.7100067138672,210.64999389648438,211.52000427246094,72697900,-0.0011813069708070945,207.42450027465821,3.737241252466152,0.04945293811524071
2015-02-27,174.00790405273438,210.66000366210938,211.5800018310547,210.60000610351562,211.25999450683594,108076000,-0.003406193604273411,207.85800018310547,3.5729154882046936,0.048204474914808726
2015-03-02,175.1065216064453,211.99000549316406,212.05999755859375,210.72000122070312,210.77999877929688,87491400,0.00631349951549387,208.48500061035156,3.087028339432714,0.050510663147319446
2015-03-03,174.3878631591797,211.1199951171875,212.0500030517578,210.0800018310547,211.47000122070312,110325800,-0.004104016007512312,208.94500045776368,2.7210396349437036,0.04900208801276623
